序号	单词	音标	词性（中文）	中文释义	出现次数	首次出现故事	例句
2039	benevolent			仁慈的	1	92	"一个雨夜，叶婉站在窗前，看着窗外的breeze(微风)吹拂着雨丝。顾总悄然走到她身边，递过来一把伞。""下雨了，""他说，""bother(打扰)你了吧？""这是他第一次主动bother(关心)她。叶婉bewildered(迷惑)地接过伞，感受到了他benevolent(仁慈的)内心。"
2040	bewildered			迷惑	1	92	"一个雨夜，叶婉站在窗前，看着窗外的breeze(微风)吹拂着雨丝。顾总悄然走到她身边，递过来一把伞。""下雨了，""他说，""bother(打扰)你了吧？""这是他第一次主动bother(关心)她。叶婉bewildered(迷惑)地接过伞，感受到了他benevolent(仁慈的)内心。"
2041	bind			绑定	1	92	故事的end(结束)是另一个beginning(开始)。叶婉believe(相信)，只要bind(绑定)两颗心，就没有什么barrier(障碍)可以block(阻挡)他们。他们的爱情像bloom(绽放)的花朵，broad(广阔)而brilliant(灿烂)。
2042	biography			传记	1	92	某天，叶婉在书房里browse(浏览)书籍时，发现了一本关于顾总家族企业的biography(传记)。书中记载了他如何在bankrupt(破产)的边缘力挽狂澜，如何带领公司boom(繁荣)发展。他的backbone(脊梁)非常坚强，是个bold(勇敢)的board(董事会)成员。这些信息benefi...
2043	bland			平淡	1	92	叶婉briefcase(公文包)里随时带着他们第一次约会的照片，那是一个blank(空白)的记忆，也是beautiful(美丽的)的回忆。她blush(脸红)着回想那些bland(平淡)却blissful(幸福的)的日子。
2044	blank			空白	1	92	叶婉briefcase(公文包)里随时带着他们第一次约会的照片，那是一个blank(空白)的记忆，也是beautiful(美丽的)的回忆。她blush(脸红)着回想那些bland(平淡)却blissful(幸福的)的日子。
2045	blaze			闪耀	1	92	"婚礼现场，bunch(束)鲜bloom(花)装饰着每个bracket(括号)形的拱门。宾客们burst(爆发)出applaud(掌声)，祝福这对beloved(爱人)。叶婉在broadcast(广播)中说出了她的belief(信念)：""契约可以变成真情，冷漠可以被真心blaze(闪耀)融化。""这段话..."
2046	blend			混合	2	92	"在一个星光灿烂的夜晚，顾总带着叶婉来到border(边界)的花园。月光下，bloom(绽放)的花朵散发出blend(混合)的香气。""这里是我们故事的beginning(开始)，""顾总说，""我想在这里向你propose(求婚)。""叶婉bound(跳跃)着扑进他的怀里，接受了这份bonus(奖金)般的礼..."
2047	bless			祝福	2	92	"顾总牵着叶婉的手，深情地说：""我曾经believe(相信)自己不需要爱情，但你的出现bless(祝福)了我的生活。你是我的beloved(心爱的人)。""叶婉burst(爆发)出幸福的泪水，她感到自己belong(属于)这里，属于他。"
2048	blissful			幸福的	1	92	叶婉briefcase(公文包)里随时带着他们第一次约会的照片，那是一个blank(空白)的记忆，也是beautiful(美丽的)的回忆。她blush(脸红)着回想那些bland(平淡)却blissful(幸福的)的日子。
2049	block			阻挡	1	92	故事的end(结束)是另一个beginning(开始)。叶婉believe(相信)，只要bind(绑定)两颗心，就没有什么barrier(障碍)可以block(阻挡)他们。他们的爱情像bloom(绽放)的花朵，broad(广阔)而brilliant(灿烂)。
2050	blunt			直率	1	92	"傍晚时分，顾总回到家中。他的background(背景)十分复杂，是一位bachelor(单身汉)，继承了家族企业。叶婉注意到他behave(表现)得非常blunt(直率)，说话简洁有力。""晚饭已经准备好。""他的话语简短而冷淡，仿佛在bargain(讨价还价)什么似的。叶婉blush(脸红)着点头，..."
2051	bonus			奖金	2	92	"在一个星光灿烂的夜晚，顾总带着叶婉来到border(边界)的花园。月光下，bloom(绽放)的花朵散发出blend(混合)的香气。""这里是我们故事的beginning(开始)，""顾总说，""我想在这里向你propose(求婚)。""叶婉bound(跳跃)着扑进他的怀里，接受了这份bonus(奖金)般的礼..."
2052	boom			繁荣	1	92	某天，叶婉在书房里browse(浏览)书籍时，发现了一本关于顾总家族企业的biography(传记)。书中记载了他如何在bankrupt(破产)的边缘力挽狂澜，如何带领公司boom(繁荣)发展。他的backbone(脊梁)非常坚强，是个bold(勇敢)的board(董事会)成员。这些信息benefi...
2053	boost			鼓励	1	92	他们的briefcase(生活)充满了bonus(奖励)和blessing(祝福)。叶婉bother(担心)过未来，但顾总总是boost(鼓励)她。他们的boundary(界限)越来越模糊，最终blend(融合)成一体。
2054	border			边界	1	92	"在一个星光灿烂的夜晚，顾总带着叶婉来到border(边界)的花园。月光下，bloom(绽放)的花朵散发出blend(混合)的香气。""这里是我们故事的beginning(开始)，""顾总说，""我想在这里向你propose(求婚)。""叶婉bound(跳跃)着扑进他的怀里，接受了这份bonus(奖金)般的礼..."
2055	bored			无聊	1	92	叶婉知道，未来的路还很长。她brave(勇敢)地面对每一个barrier(障碍)，因为她有backbone(骨气)。她的bearing(举止)越来越brisk(活泼)，生活越来越bright(明亮)。这就是爱情的力量，让bored(无聊)的生活变得brilliant(辉煌)。
2056	bother			打扰	4	92	"一个雨夜，叶婉站在窗前，看着窗外的breeze(微风)吹拂着雨丝。顾总悄然走到她身边，递过来一把伞。""下雨了，""他说，""bother(打扰)你了吧？""这是他第一次主动bother(关心)她。叶婉bewildered(迷惑)地接过伞，感受到了他benevolent(仁慈的)内心。"
2057	bounce			弹跳	1	92	他们的budget(预算)生活简单而幸福。叶婉bargain(讨价还价)着生活中的每一件小事，但bitter(苦涩)的经历让她更加珍惜blessing(祝福)。她bounce(弹跳)着迎接每一个新的日子，如同bubble(泡泡)般轻盈。
2058	bound			跳跃	1	92	"在一个星光灿烂的夜晚，顾总带着叶婉来到border(边界)的花园。月光下，bloom(绽放)的花朵散发出blend(混合)的香气。""这里是我们故事的beginning(开始)，""顾总说，""我想在这里向你propose(求婚)。""叶婉bound(跳跃)着扑进他的怀里，接受了这份bonus(奖金)般的礼..."
2059	bracket			括号	1	92	"婚礼现场，bunch(束)鲜bloom(花)装饰着每个bracket(括号)形的拱门。宾客们burst(爆发)出applaud(掌声)，祝福这对beloved(爱人)。叶婉在broadcast(广播)中说出了她的belief(信念)：""契约可以变成真情，冷漠可以被真心blaze(闪耀)融化。""这段话..."
2060	brass			黄铜	1	92	今天是她搬进来的第一天。清晨的阳光beam(光线)透过窗帘洒入房间，叶婉breathe(呼吸)着新鲜的空气。客厅里摆放着一个brass(黄铜)制成的装饰品，彰显着主人的品味。她browse(浏览)着房间的每个角落，试图balance(平衡)自己的情绪。墙上挂着一幅brilliant(精彩)的画作，画...
2061	breath			呼吸	1	92	这就是叶婉和顾总的故事，从bachelor(单身)到bridegroom(新郎)，从awkward(尴尬的)到beloved(被爱的)。爱情不是一个bargain(交易)，而是一份blessing(祝福)。他们breathe(呼吸)着彼此的breath(呼吸)，breed(孕育)着深深的爱意。
2062	breed			孕育	1	92	这就是叶婉和顾总的故事，从bachelor(单身)到bridegroom(新郎)，从awkward(尴尬的)到beloved(被爱的)。爱情不是一个bargain(交易)，而是一份blessing(祝福)。他们breathe(呼吸)着彼此的breath(呼吸)，breed(孕育)着深深的爱意。
2063	bride			新娘	2	92	他们的婚礼在一个banquet(宴会)厅举行。现场bubble(气泡)装饰浪漫极了，broadcast(广播)着婚礼的喜悦。叶婉穿着bride(新娘)的礼服，手捧blossom(花)，美得像breeze(微风)中的butterfly(蝴蝶)。顾总穿着brief(简短)的礼服，boast(夸耀)自己找...
2064	bridegroom			新郎	1	92	这就是叶婉和顾总的故事，从bachelor(单身)到bridegroom(新郎)，从awkward(尴尬的)到beloved(被爱的)。爱情不是一个bargain(交易)，而是一份blessing(祝福)。他们breathe(呼吸)着彼此的breath(呼吸)，breed(孕育)着深深的爱意。
2065	briefcase			公文包	2	92	叶婉briefcase(公文包)里随时带着他们第一次约会的照片，那是一个blank(空白)的记忆，也是beautiful(美丽的)的回忆。她blush(脸红)着回想那些bland(平淡)却blissful(幸福的)的日子。
2066	brisk			活泼	1	92	叶婉知道，未来的路还很长。她brave(勇敢)地面对每一个barrier(障碍)，因为她有backbone(骨气)。她的bearing(举止)越来越brisk(活泼)，生活越来越bright(明亮)。这就是爱情的力量，让bored(无聊)的生活变得brilliant(辉煌)。
2067	broad			广阔	2	92	"在结婚anniversary(周年纪念)那天，顾总准备了一个brilliant(精彩的)惊喜。他们一起去看了baseball(棒球)比赛，在breeze(微风)中享受着broad(广阔)的天空。""谢谢你，""顾总说，""是你让我become(成为)更好的人。"""
2068	broadcast			广播	2	92	他们的婚礼在一个banquet(宴会)厅举行。现场bubble(气泡)装饰浪漫极了，broadcast(广播)着婚礼的喜悦。叶婉穿着bride(新娘)的礼服，手捧blossom(花)，美得像breeze(微风)中的butterfly(蝴蝶)。顾总穿着brief(简短)的礼服，boast(夸耀)自己找...
2069	bubble			气泡	2	92	他们的婚礼在一个banquet(宴会)厅举行。现场bubble(气泡)装饰浪漫极了，broadcast(广播)着婚礼的喜悦。叶婉穿着bride(新娘)的礼服，手捧blossom(花)，美得像breeze(微风)中的butterfly(蝴蝶)。顾总穿着brief(简短)的礼服，boast(夸耀)自己找...
2070	bunch			束	1	92	"婚礼现场，bunch(束)鲜bloom(花)装饰着每个bracket(括号)形的拱门。宾客们burst(爆发)出applaud(掌声)，祝福这对beloved(爱人)。叶婉在broadcast(广播)中说出了她的belief(信念)：""契约可以变成真情，冷漠可以被真心blaze(闪耀)融化。""这段话..."
2071	burst			爆发	2	92	"顾总牵着叶婉的手，深情地说：""我曾经believe(相信)自己不需要爱情，但你的出现bless(祝福)了我的生活。你是我的beloved(心爱的人)。""叶婉burst(爆发)出幸福的泪水，她感到自己belong(属于)这里，属于他。"
2072	butterfly			蝴蝶	1	92	他们的婚礼在一个banquet(宴会)厅举行。现场bubble(气泡)装饰浪漫极了，broadcast(广播)着婚礼的喜悦。叶婉穿着bride(新娘)的礼服，手捧blossom(花)，美得像breeze(微风)中的butterfly(蝴蝶)。顾总穿着brief(简短)的礼服，boast(夸耀)自己找...
2073	cabin			小木屋	1	93	她带着新人们参观公司cabin(小木屋)风格的休息区，告诉他们这里是可以casual(随意)放松的地方。她还展示了公司cement(水泥)墙上悬挂的cartoon(卡通)画作，这些canvas(帆布)上的作品充满创意。她charm(魅力)地讲解公司文化，让新人感到cheerful(愉快的)。
2074	cabinet			橱柜	1	93	走进公司campus(园区)，陈悦首先经过了公司的cafeteria(自助餐厅)。她calculate(计算)着自己每一天的calorie(卡路里)摄入量，想要保持健康的饮食习惯。餐厅里的cabinet(橱柜)里摆满了各种美食，但她只是carefully(仔细地)挑选了一些carrot(胡萝卜)和c...
2075	cable			电缆	1	93	在项目中，陈悦负责数据category(类别)分类工作。她cater(迎合)不同部门的需求，将信息cascade(倾泻)式地传递给每个团队。她还学会了使用cable(电缆)连接设备，确保数据传输的certainty(确定性)。她的工作case(案例)成为了新人的学习典范。
2076	cafeteria			自助餐厅	1	93	走进公司campus(园区)，陈悦首先经过了公司的cafeteria(自助餐厅)。她calculate(计算)着自己每一天的calorie(卡路里)摄入量，想要保持健康的饮食习惯。餐厅里的cabinet(橱柜)里摆满了各种美食，但她只是carefully(仔细地)挑选了一些carrot(胡萝卜)和c...
2077	cage			笼子	1	93	午休时间，陈悦路过公司的canyon(峡谷)主题装饰区，那里有模拟的cave(洞穴)景观。她catch(抓住)这个放松的机会，在cage(笼子)形状的休息区喝了杯咖啡。她cease(停止)工作片刻，让自己的ceiling(天花板)上的灯光照在脸上，感受片刻的calm(宁静)。
2078	calamity			灾难	1	93	"会后，一位新同事问陈悦如何面对challenge(挑战)。陈悦笑着回答：""就像chess(国际象棋)一样，每一步都需要calculate(计算)。遇到calamity(灾难)时，要保持cautious(谨慎的)态度，就像cannon(大炮)一样沉稳。""她的比喻让新人们cheer(欢呼)起来。"
2079	calendar	/ˈkæl.ən.də/	noun, verb	日历	1	93	为了准备年度campaign(活动)，陈悦制定了详细的calendar(日历)计划。她cancel(取消)了一些不必要的会议，专注于重要任务。她的capacity(容量)和capability(能力)都得到了领导的certify(证明)。
2080	calorie	/ˈkæləɹi/	noun	卡路里	1	93	走进公司campus(园区)，陈悦首先经过了公司的cafeteria(自助餐厅)。她calculate(计算)着自己每一天的calorie(卡路里)摄入量，想要保持健康的饮食习惯。餐厅里的cabinet(橱柜)里摆满了各种美食，但她只是carefully(仔细地)挑选了一些carrot(胡萝卜)和c...
